date,T2M,PRECTOTCORR,RH2M,WS2M,ALLSKY_SFC_SW_DWN
1998-03-29,4.3,0.0,51.89,3.17,21.16
1998-03-30,5.42,0.14,61.53,1.62,13.82
1998-03-31,6.27,1.11,78.47,1.51,8.54
1998-04-01,7.59,0.02,67.53,1.36,12.95
1998-04-02,8.02,0.69,67.6,1.4,12.69
1998-04-03,8.57,1.82,76.06,1.74,11.9
1998-04-04,7.08,0.63,83.28,1.38,12.28
1998-04-05,8.14,0.06,67.23,2.04,15.35
1998-04-06,7.2,0.16,68.51,2.0,18.55
1998-04-07,7.59,0.09,62.11,2.64,19.73
1998-04-08,5.72,0.08,60.41,1.58,20.22
1998-04-09,8.45,0.33,61.41,1.88,17.28
1998-04-10,9.38,1.94,69.34,3.94,14.08
1998-04-11,7.51,0.36,68.91,3.44,16.38
1998-04-12,5.31,0.02,60.5,2.59,20.13
1998-04-13,6.9,0.17,54.17,2.36,18.39
1998-04-14,6.01,0.35,67.9,1.72,19.24
1998-04-15,8.13,0.06,56.14,2.86,21.52
1998-04-16,7.32,0.0,62.88,2.69,18.45
1998-04-17,8.37,0.01,57.88,1.07,22.52
1998-04-18,9.53,0.0,52.62,1.75,14.77
1998-04-19,10.53,0.0,53.49,1.82,23.21
1998-04-20,12.89,0.0,45.18,1.78,24.11
1998-04-21,15.91,0.0,50.84,1.21,24.04
1998-04-22,17.9,0.51,54.85,3.04,18.61
1998-04-23,16.88,0.76,60.43,3.96,15.8
1998-04-24,10.06,0.05,51.66,4.49,22.61
1998-04-25,8.45,0.0,59.09,2.08,25.05
1998-04-26,10.97,0.0,52.73,1.14,26.24
1998-04-27,14.86,0.0,44.49,1.02,26.37
1998-04-28,17.34,0.0,42.01,1.36,26.03
1998-04-29,18.69,0.0,44.19,1.37,26.85
1998-04-30,20.02,0.0,42.8,3.19,25.82
1998-05-01,20.54,0.0,50.72,3.58,26.55
1998-05-02,18.52,0.12,63.36,3.09,22.99
1998-05-03,17.75,0.01,62.23,2.62,27.13
1998-05-04,19.24,0.01,57.99,1.3,27.48
1998-05-05,19.8,0.0,55.66,1.74,27.05
1998-05-06,19.9,0.0,57.52,2.49,27.71
1998-05-07,17.78,0.0,55.21,2.19,27.96
1998-05-08,14.14,2.17,65.28,3.26,18.65
1998-05-09,11.78,4.04,72.72,1.23,15.76
1998-05-10,16.65,0.02,57.37,1.11,25.42
1998-05-11,13.71,0.71,65.91,2.44,22.22
1998-05-12,16.98,4.48,59.67,2.68,20.14
1998-05-13,14.63,0.84,65.59,2.77,19.12
1998-05-14,8.64,1.17,67.87,4.45,12.82
1998-05-15,9.7,0.7,59.96,3.18,23.32
1998-05-16,12.58,0.67,50.85,2.51,23.0
1998-05-17,9.9,9.06,76.94,3.49,10.22
1998-05-18,11.87,0.03,58.49,2.99,21.13
1998-05-19,15.48,0.17,49.48,2.61,27.77
1998-05-20,15.48,0.35,56.07,3.07,20.21
1998-05-21,13.34,0.09,62.99,2.66,19.31
1998-05-22,15.0,0.63,59.31,2.65,24.97
1998-05-23,13.76,0.56,63.99,2.34,13.48
1998-05-24,15.45,0.98,65.08,2.35,16.15
1998-05-25,9.7,8.14,76.32,3.01,8.72
1998-05-26,7.68,9.22,83.56,1.81,9.73
1998-05-27,9.08,1.9,73.4,2.74,13.39
1998-05-28,14.38,0.0,48.36,3.18,28.0
1998-05-29,13.12,0.63,66.06,4.11,15.3
1998-05-30,13.65,0.08,64.02,1.91,20.26
1998-05-31,17.04,0.0,55.84,2.33,29.67
1998-06-01,18.52,0.0,58.84,2.16,28.01
1998-06-02,18.15,0.13,54.26,2.87,28.37
1998-06-03,17.17,0.03,43.57,3.52,29.85
1998-06-04,17.28,1.55,49.94,2.39,19.97
1998-06-05,16.55,2.57,62.49,1.44,19.99
1998-06-06,18.0,1.46,58.59,1.09,26.32
1998-06-07,16.94,1.55,64.34,1.64,18.86
1998-06-08,19.59,0.01,51.29,2.15,27.21
1998-06-09,21.1,0.03,56.49,2.66,29.46
1998-06-10,19.28,0.01,56.92,3.4,26.26
1998-06-11,19.77,0.07,56.12,1.94,29.83
1998-06-12,21.7,0.21,55.76,1.44,27.44
1998-06-13,19.78,0.23,49.1,4.19,25.92
1998-06-14,17.97,0.03,52.57,3.54,26.85
1998-06-15,16.49,1.6,51.37,5.08,25.99
1998-06-16,15.9,0.04,52.22,2.79,24.94
1998-06-17,18.55,0.36,53.26,2.72,21.32
1998-06-18,17.94,0.24,53.58,2.77,24.04
1998-06-19,16.95,1.09,61.62,1.99,23.01
1998-06-20,19.45,1.45,53.26,1.63,24.68
1998-06-21,21.96,0.23,47.48,1.87,26.01
1998-06-22,22.99,0.08,44.64,2.22,28.72
1998-06-23,20.74,0.09,52.73,3.37,27.42
1998-06-24,15.65,0.61,66.66,3.79,13.14
1998-06-25,15.99,0.08,57.51,3.39,20.44
1998-06-26,15.34,0.26,55.73,3.5,22.49
1998-06-27,17.63,0.0,50.33,2.0,27.92
1998-06-28,21.5,0.0,41.33,0.94,28.23
1998-06-29,23.57,0.01,45.11,2.7,29.22
1998-06-30,25.29,0.02,41.64,2.51,29.06
1998-07-01,23.97,0.41,52.77,1.54,26.02
1998-07-02,24.04,1.56,57.11,1.19,24.95
1998-07-03,22.76,3.68,63.38,1.47,18.46
1998-07-04,21.53,0.0,53.52,2.6,24.1
1998-07-05,21.86,0.0,52.01,2.57,26.76
1998-07-06,24.23,0.0,51.0,1.86,29.81
1998-07-07,26.45,0.18,46.72,1.8,29.6
1998-07-08,25.09,0.02,49.35,2.2,28.82
1998-07-09,26.38,1.32,51.75,1.32,28.88
1998-07-10,24.47,5.86,64.98,1.98,18.7
1998-07-11,21.86,0.68,54.35,3.33,26.55
1998-07-12,20.73,0.0,50.2,3.1,28.42
1998-07-13,20.53,0.0,47.21,2.46,27.64
1998-07-14,22.93,0.0,48.53,2.36,24.57
1998-07-15,25.34,0.0,48.39,1.86,22.7
1998-07-16,27.37,0.0,43.45,1.18,29.56
1998-07-17,28.4,0.0,36.99,2.44,29.28
1998-07-18,25.65,0.0,47.24,2.62,29.35
1998-07-19,23.25,0.0,44.4,3.53,29.22
1998-07-20,24.55,0.0,37.92,1.24,29.15
1998-07-21,26.78,0.0,37.2,2.14,28.78
1998-07-22,28.58,0.0,41.08,2.27,26.96
1998-07-23,27.62,0.04,45.6,2.38,25.93
1998-07-24,27.51,0.0,46.47,1.83,28.43
1998-07-25,29.58,0.0,37.88,0.96,28.19
1998-07-26,31.72,0.0,30.35,1.15,27.37
1998-07-27,32.26,0.0,34.02,1.3,25.63
1998-07-28,29.61,0.63,48.98,2.23,21.93
1998-07-29,27.31,1.75,58.18,2.65,24.85
1998-07-30,24.13,5.01,71.05,1.48,16.39
1998-07-31,21.56,2.59,75.56,1.9,13.0
1998-08-01,22.82,0.09,58.73,1.87,24.55
1998-08-02,25.6,0.0,50.68,1.37,27.03
1998-08-03,28.94,0.0,42.61,2.27,28.15
1998-08-04,30.8,0.0,37.01,2.62,27.41
1998-08-05,28.28,0.0,40.5,4.22,26.56
1998-08-06,23.09,0.0,45.78,2.07,27.7
1998-08-07,21.53,0.0,47.61,2.09,26.71
1998-08-08,23.16,0.0,43.96,1.13,26.69
1998-08-09,26.35,0.0,33.57,1.16,26.66
1998-08-10,24.73,0.0,45.25,2.27,26.49
1998-08-11,25.95,0.0,46.92,2.06,26.53
1998-08-12,28.0,0.0,40.04,1.26,26.44
1998-08-13,30.1,0.0,32.96,0.94,25.92
1998-08-14,28.64,0.0,40.26,2.8,26.19
1998-08-15,22.43,0.01,48.4,3.99,25.48
1998-08-16,18.57,0.01,48.19,3.27,22.05
1998-08-17,17.25,0.0,48.26,2.03,24.1
1998-08-18,18.11,0.0,47.98,1.78,24.93
1998-08-19,20.59,0.0,41.34,1.4,24.79
1998-08-20,23.56,0.08,39.02,3.34,22.16
1998-08-21,22.79,0.05,53.36,2.98,18.14
1998-08-22,23.07,0.08,46.63,1.72,24.13
1998-08-23,18.37,2.7,58.99,2.53,12.66
1998-08-24,19.09,0.0,54.44,1.46,23.2
1998-08-25,21.11,0.0,44.08,1.97,22.78
1998-08-26,19.22,0.0,51.63,1.94,21.49
1998-08-27,22.26,0.0,44.18,1.38,21.74
1998-08-28,25.44,0.01,32.44,2.12,21.75
1998-08-29,24.75,0.0,39.78,2.08,21.18
1998-08-30,24.45,0.0,42.6,1.19,21.48
1998-08-31,25.94,0.0,33.1,1.32,21.16
1998-09-01,26.29,0.0,32.36,1.54,19.3
1998-09-02,24.2,0.0,45.22,1.56,22.64
1998-09-03,26.36,0.0,39.09,1.43,22.49
1998-09-04,26.44,0.0,39.14,1.32,22.4
1998-09-05,26.36,0.0,32.63,1.54,21.78
1998-09-06,25.49,0.0,34.7,0.95,21.68
1998-09-07,23.05,0.35,43.72,1.58,11.98
1998-09-08,21.13,0.88,54.77,2.38,18.12
1998-09-09,17.06,2.65,55.08,2.47,14.52
1998-09-10,17.54,0.0,50.64,1.02,20.09
1998-09-11,20.07,0.0,43.89,1.13,20.9
1998-09-12,21.72,0.0,44.53,1.26,20.8
1998-09-13,20.46,0.0,52.47,1.35,20.11
1998-09-14,22.68,0.0,45.12,1.3,19.94
1998-09-15,24.1,0.04,37.77,1.58,19.71
1998-09-16,23.96,0.03,42.79,1.68,17.99
1998-09-17,20.75,0.16,48.91,3.3,15.78
1998-09-18,15.58,0.58,62.63,3.5,13.55
1998-09-19,14.48,1.57,64.3,2.1,11.18
1998-09-20,15.27,0.46,57.78,2.17,13.72
1998-09-21,15.26,0.0,51.23,1.25,18.47
1998-09-22,17.25,0.01,43.58,1.02,17.23
1998-09-23,18.68,0.0,38.05,1.42,17.99
1998-09-24,16.24,1.05,61.24,2.61,11.84
1998-09-25,15.66,1.34,65.9,2.2,9.59
1998-09-26,16.19,0.0,55.31,2.38,17.48
1998-09-27,17.21,0.0,44.03,0.91,17.18
1998-09-28,17.87,0.0,46.4,1.52,17.08
1998-09-29,18.02,0.0,51.49,1.05,16.52
1998-09-30,17.65,0.0,45.63,2.17,16.41
1998-10-01,16.19,0.05,54.15,3.19,14.24
1998-10-02,12.78,0.22,58.71,4.55,13.39
1998-10-03,9.06,0.16,73.63,2.07,11.9
1998-10-04,9.45,0.03,70.15,1.3,13.55
1998-10-05,10.9,0.0,61.15,2.05,15.45
1998-10-06,13.71,0.0,50.02,2.12,15.51
1998-10-07,16.18,0.03,48.5,1.66,10.51
1998-10-08,13.08,0.74,58.22,4.15,7.24
1998-10-09,10.05,0.28,72.29,2.34,10.98
1998-10-10,9.07,0.07,65.82,1.82,10.87
1998-10-11,8.91,0.0,60.51,3.61,9.56
1998-10-12,10.28,0.02,52.01,2.5,7.3
1998-10-13,11.91,1.24,68.52,3.22,9.49
1998-10-14,9.26,0.27,72.4,3.41,8.11
1998-10-15,7.34,0.11,66.39,1.26,10.38
1998-10-16,6.33,0.01,63.13,1.35,12.47
1998-10-17,7.57,0.23,68.64,2.73,8.79
1998-10-18,7.42,0.0,56.2,1.96,12.97
1998-10-19,7.06,0.01,60.48,1.81,13.05
1998-10-20,7.8,0.0,56.16,2.72,12.12
1998-10-21,9.14,0.0,52.05,2.32,12.58
1998-10-22,9.98,0.0,50.05,1.42,12.51
1998-10-23,10.71,0.01,56.84,1.7,11.88
1998-10-24,10.34,0.1,65.18,3.34,8.88
1998-10-25,8.28,0.04,83.22,1.56,9.78
1998-10-26,9.39,0.32,80.71,1.44,11.33
1998-10-27,10.59,2.05,73.79,3.03,10.57
1998-10-28,7.4,0.28,66.89,3.06,8.66
1998-10-29,4.93,0.0,68.58,0.98,10.16
1998-10-30,3.95,0.66,67.55,1.49,7.47
1998-10-31,5.13,1.41,66.08,1.34,4.68
1998-11-01,4.11,3.6,87.43,0.8,4.55
1998-11-02,5.94,0.22,76.49,0.67,5.74
1998-11-03,5.02,0.42,76.31,2.29,7.13
1998-11-04,5.64,2.37,80.54,1.22,3.23
1998-11-05,3.6,8.09,94.95,1.36,2.8
1998-11-06,3.28,1.09,82.83,1.7,5.86
1998-11-07,4.55,0.43,71.02,3.1,5.3
1998-11-08,3.42,0.43,68.93,2.13,7.21
1998-11-09,3.41,0.2,75.6,0.88,5.84
1998-11-10,2.69,0.18,69.7,1.62,6.72
1998-11-11,2.42,0.17,82.24,1.36,6.5
1998-11-12,3.73,0.33,82.97,3.58,2.79
1998-11-13,7.92,7.99,85.51,5.41,3.05
1998-11-14,7.16,1.69,87.98,1.76,2.57
1998-11-15,8.93,0.1,78.97,5.06,5.24
1998-11-16,5.13,0.05,78.65,2.76,3.92
1998-11-17,3.89,0.22,83.55,2.9,5.52
1998-11-18,2.9,0.62,85.24,1.66,7.01
1998-11-19,1.98,5.06,90.35,1.82,4.03
1998-11-20,6.97,8.28,85.12,6.46,2.62
1998-11-21,7.17,3.2,85.25,6.72,1.51
1998-11-22,4.46,1.45,83.25,4.65,5.8
1998-11-23,5.15,2.91,84.46,3.9,1.49
1998-11-24,6.13,1.77,70.91,6.06,6.26
1998-11-25,9.52,5.52,70.27,7.83,2.67
1998-11-26,8.57,0.51,72.88,3.94,3.15
1998-11-27,5.19,1.33,90.2,1.05,2.75
1998-11-28,3.07,1.62,90.19,1.01,3.67
1998-11-29,1.92,3.49,87.97,3.22,2.33
1998-11-30,2.39,5.77,94.38,3.19,1.9
1998-12-01,3.57,5.27,90.01,5.66,1.32
1998-12-02,6.04,2.89,84.88,6.02,4.91
1998-12-03,1.23,0.11,78.83,1.46,6.22
1998-12-04,-0.42,0.58,78.34,1.26,6.07
1998-12-05,-1.39,1.66,86.42,3.13,1.46
1998-12-06,-1.56,0.48,92.07,1.39,4.01
1998-12-07,0.42,2.14,87.5,4.45,1.55
1998-12-08,-0.06,1.17,90.01,2.38,6.26
1998-12-09,-1.57,0.1,83.58,1.94,2.0
1998-12-10,0.24,3.22,78.28,2.14,3.36
1998-12-11,2.32,7.07,97.5,2.69,1.68
1998-12-12,4.87,2.47,90.07,3.12,0.98
1998-12-13,5.48,3.15,87.44,2.69,1.39
1998-12-14,0.36,0.04,78.14,1.8,4.15
1998-12-15,0.76,0.1,72.31,1.53,3.88
1998-12-16,2.04,0.01,82.87,0.86,1.78
1998-12-17,0.99,0.03,84.07,3.39,5.38
1998-12-18,-4.52,0.01,52.42,6.24,3.89
1998-12-19,-10.61,0.0,43.08,6.63,3.59
1998-12-20,-13.79,0.0,44.74,4.65,1.54
1998-12-21,-11.8,0.08,50.57,1.94,4.15
1998-12-22,-10.98,0.02,61.11,1.67,4.32
1998-12-23,-9.4,1.19,72.19,1.55,2.46
1998-12-24,-5.22,5.57,92.36,2.63,1.35
1998-12-25,0.09,6.63,98.34,3.03,0.68
1998-12-26,0.18,2.15,96.36,3.37,2.16
1998-12-27,1.19,9.7,97.45,4.98,0.96
1998-12-28,3.66,1.59,95.54,5.05,3.31
1998-12-29,5.41,6.06,96.9,4.85,2.24
1998-12-30,2.77,0.05,98.41,1.99,3.99
1998-12-31,2.15,0.19,92.48,2.71,3.17
1999-01-01,-0.17,0.01,86.66,0.86,2.13
1999-01-02,-0.65,0.0,77.36,1.76,5.63
1999-01-03,-1.27,0.01,75.6,1.53,3.1
1999-01-04,-2.19,0.28,86.91,1.25,1.4
1999-01-05,0.14,0.15,78.99,0.63,2.19
1999-01-06,1.04,0.42,88.15,1.23,2.6
1999-01-07,0.54,0.14,91.74,1.94,3.45
1999-01-08,-0.39,0.3,94.87,1.66,2.86
1999-01-09,0.29,0.55,89.21,0.99,2.36
1999-01-10,1.01,1.31,96.49,1.65,2.58
1999-01-11,0.79,0.02,93.82,1.78,1.31
1999-01-12,0.7,0.47,98.02,3.03,2.41
1999-01-13,0.41,0.89,96.67,1.51,2.06
1999-01-14,4.69,3.34,94.61,5.16,4.01
1999-01-15,1.85,0.82,90.93,2.39,5.63
1999-01-16,1.46,2.9,91.84,4.77,4.14
1999-01-17,0.9,5.4,95.6,3.56,1.57
1999-01-18,3.49,0.79,87.5,5.01,3.35
1999-01-19,2.28,0.69,95.62,1.75,2.73
1999-01-20,2.32,1.71,94.67,1.59,5.36
1999-01-21,2.54,2.72,93.62,2.77,3.37
1999-01-22,1.35,5.17,93.95,3.16,2.82
1999-01-23,-3.45,2.99,72.46,4.49,4.25
1999-01-24,-5.26,0.02,58.26,1.84,5.72
1999-01-25,-2.77,0.6,76.55,2.06,2.88
1999-01-26,-1.99,0.01,76.98,1.39,6.45
1999-01-27,-1.66,0.09,83.11,3.65,2.08
1999-01-28,3.01,0.98,81.7,6.72,6.59
1999-01-29,3.69,0.04,69.19,4.7,3.35
1999-01-30,2.87,0.01,69.95,2.38,3.07
1999-01-31,0.78,0.21,86.36,2.72,4.85
1999-02-01,0.54,0.97,86.12,5.53,3.09
1999-02-02,3.3,4.39,79.2,7.57,6.49
1999-02-03,1.35,0.61,87.61,3.49,2.34
1999-02-04,2.91,0.35,80.67,5.34,7.13
1999-02-05,1.85,4.12,83.95,4.18,2.76
1999-02-06,4.55,7.38,82.81,7.42,1.45
1999-02-07,3.89,1.27,76.56,6.56,4.23
1999-02-08,0.33,1.21,82.96,4.14,2.32
1999-02-09,-1.94,0.08,84.05,2.28,4.37
1999-02-10,-1.75,0.33,79.81,2.73,10.31
1999-02-11,-0.84,0.01,71.69,2.53,5.75
1999-02-12,0.48,0.0,69.2,3.19,8.28
1999-02-13,1.21,0.09,80.17,1.87,8.34
1999-02-14,1.68,0.11,77.71,1.93,10.71
1999-02-15,1.63,0.69,79.24,2.41,8.72
1999-02-16,3.51,4.46,81.52,3.06,5.59
1999-02-17,2.07,2.96,86.46,3.51,9.33
1999-02-18,2.38,4.15,87.02,3.39,2.28
1999-02-19,3.78,0.61,70.57,3.65,9.9
1999-02-20,2.41,0.87,73.05,3.97,7.99
1999-02-21,3.21,3.08,80.33,4.06,7.72
1999-02-22,3.29,5.75,87.0,5.64,4.72
1999-02-23,4.83,3.53,89.96,3.6,9.61
1999-02-24,7.46,6.12,86.91,5.4,3.38
1999-02-25,5.35,1.11,79.9,3.99,10.53
1999-02-26,2.04,0.28,72.9,2.65,13.76
1999-02-27,4.42,11.1,87.34,3.85,2.39
1999-02-28,6.32,0.35,79.49,3.5,10.71
1999-03-01,3.73,0.23,78.9,3.2,12.12
1999-03-02,3.33,0.49,75.13,4.13,5.52
1999-03-03,3.89,0.36,74.21,6.13,7.62
1999-03-04,1.07,0.39,81.47,3.01,10.01
1999-03-05,0.37,0.03,74.69,1.92,14.54
1999-03-06,2.15,0.0,66.67,3.01,12.47
1999-03-07,1.74,0.28,71.07,1.83,13.89
1999-03-08,2.23,1.97,77.15,3.43,6.93
1999-03-09,2.08,2.47,77.09,2.54,7.56
1999-03-10,2.19,0.03,71.28,1.54,12.81
1999-03-11,3.64,0.03,63.56,1.87,15.47
1999-03-12,4.49,0.11,58.54,1.79,7.28
1999-03-13,8.18,0.81,76.05,2.8,6.76
1999-03-14,7.46,0.14,74.81,2.17,10.48
1999-03-15,4.93,0.7,73.17,2.12,9.41
1999-03-16,3.64,0.23,61.07,3.22,15.49
1999-03-17,5.73,0.03,55.14,2.46,11.38
1999-03-18,6.73,0.01,67.89,2.61,13.24
1999-03-19,9.87,0.0,68.77,3.57,17.95
1999-03-20,11.72,0.03,68.26,3.45,17.63
1999-03-21,7.58,0.47,76.41,2.23,9.7
1999-03-22,9.61,0.01,58.46,2.7,16.0
1999-03-23,9.08,0.02,67.86,2.45,15.65
1999-03-24,9.2,0.09,68.97,2.69,10.88
1999-03-25,9.01,0.98,73.43,3.26,8.0
1999-03-26,5.33,0.25,61.8,5.16,18.01
1999-03-27,3.26,0.14,62.13,3.84,14.99
1999-03-28,3.13,1.2,66.09,2.99,13.66
1999-03-29,5.42,1.09,69.4,4.51,14.39
1999-03-30,3.64,0.41,71.67,1.88,14.99
1999-03-31,4.44,0.02,62.03,3.64,19.32
1999-04-01,5.41,0.51,62.19,3.67,21.35
1999-04-02,6.52,1.58,57.67,2.28,19.93
1999-04-03,4.73,2.51,68.84,2.6,11.79
1999-04-04,4.4,0.08,61.06,2.49,13.09
1999-04-05,4.73,0.07,64.5,1.47,14.42
1999-04-06,6.28,0.01,57.38,1.85,21.28
1999-04-07,8.16,0.51,66.57,2.55,19.36
1999-04-08,5.71,1.8,77.95,2.98,12.79
1999-04-09,4.01,0.01,55.62,3.05,19.2
1999-04-10,4.81,0.0,55.67,2.8,19.05
1999-04-11,8.72,0.0,51.88,2.16,23.08
1999-04-12,8.66,0.02,61.48,3.16,14.23
1999-04-13,7.15,0.0,56.74,3.23,23.1
1999-04-14,7.28,0.0,50.48,2.29,23.9
1999-04-15,8.98,0.0,48.9,3.19,23.99
1999-04-16,11.94,0.0,49.09,3.0,24.0
1999-04-17,15.24,0.03,49.9,1.82,21.46
1999-04-18,13.4,1.37,72.79,1.55,9.59
1999-04-19,9.47,0.18,72.26,2.06,15.83
1999-04-20,7.66,0.02,60.08,3.61,20.0
1999-04-21,7.39,0.02,58.64,1.82,23.4
1999-04-22,10.62,0.04,57.4,3.82,20.85
1999-04-23,12.48,0.0,56.07,3.25,25.01
1999-04-24,15.4,0.0,51.08,2.09,25.82
1999-04-25,12.98,0.21,56.95,2.89,15.61
1999-04-26,7.54,0.0,52.51,2.87,26.32
1999-04-27,6.6,0.05,54.52,1.25,22.8
1999-04-28,8.76,0.04,57.39,2.93,19.22
1999-04-29,11.55,0.01,53.48,4.36,25.53
1999-04-30,13.04,0.0,54.39,2.09,25.04
1999-05-01,11.83,0.85,58.21,4.4,13.26
1999-05-02,7.43,2.19,73.59,3.38,12.86
1999-05-03,8.34,1.24,65.31,3.34,19.76
1999-05-04,6.77,0.22,54.51,3.6,21.41
1999-05-05,7.61,1.46,55.3,1.84,28.32
1999-05-06,13.36,4.83,54.2,3.92,24.59
1999-05-07,6.93,0.51,54.7,4.12,21.52
1999-05-08,6.14,0.21,55.66,1.96,22.46
1999-05-09,6.15,0.27,55.55,1.34,21.5
1999-05-10,8.66,0.04,50.57,1.26,25.44
1999-05-11,11.23,0.11,49.69,2.31,23.83
1999-05-12,11.15,0.01,53.5,3.72,26.0
1999-05-13,8.75,0.04,56.86,2.35,22.25
1999-05-14,8.73,0.09,58.25,1.65,23.31
1999-05-15,10.27,0.4,61.37,1.9,18.01
1999-05-16,10.67,1.11,63.73,2.33,20.28
1999-05-17,10.19,2.7,77.83,2.14,12.5
1999-05-18,13.21,0.06,60.79,3.42,19.86
1999-05-19,12.61,0.03,53.05,1.29,26.42
1999-05-20,14.97,0.02,44.67,1.52,21.73
1999-05-21,13.9,0.0,52.71,2.52,25.52
1999-05-22,17.43,0.0,45.94,0.94,29.4
1999-05-23,20.79,0.0,47.16,2.55,29.45
1999-05-24,23.23,0.0,46.85,2.3,29.71
1999-05-25,17.43,0.0,47.99,4.0,30.38
1999-05-26,14.61,0.0,43.12,1.21,31.47
1999-05-27,18.69,0.0,40.01,2.29,29.2
1999-05-28,17.32,0.0,42.88,3.02,23.3
1999-05-29,17.73,0.0,33.8,3.75,27.06
1999-05-30,17.24,0.02,41.97,3.37,28.91
1999-05-31,17.14,0.25,53.92,4.13,13.38
1999-06-01,13.77,0.14,46.01,3.28,25.31
1999-06-02,11.92,1.73,62.07,1.35,12.17
1999-06-03,18.2,0.28,49.05,2.6,29.68
1999-06-04,17.52,0.03,53.82,3.28,27.95
1999-06-05,16.05,0.09,50.17,4.85,25.95
1999-06-06,11.47,0.01,46.17,3.08,20.97
1999-06-07,11.88,0.34,51.0,2.02,23.32
1999-06-08,12.12,0.37,52.57,2.23,17.85
1999-06-09,13.37,0.0,48.44,2.09,29.05
1999-06-10,16.43,0.0,42.0,2.4,27.04
1999-06-11,16.97,0.0,44.38,1.75,31.47
1999-06-12,21.25,0.0,39.09,3.44,30.57
1999-06-13,22.42,0.0,46.57,3.56,21.58
1999-06-14,24.39,0.0,49.68,2.34,27.2
1999-06-15,26.76,0.61,50.43,3.84,28.76
1999-06-16,23.28,0.09,48.64,3.67,28.32
1999-06-17,21.48,0.01,47.98,2.19,27.52
1999-06-18,21.19,0.05,46.32,3.56,28.67
1999-06-19,17.78,0.04,43.66,2.43,28.68
1999-06-20,18.11,0.57,53.78,2.21,16.56
1999-06-21,19.0,0.52,58.69,3.72,21.04
1999-06-22,18.35,0.02,50.51,3.88,28.9
1999-06-23,19.47,0.7,54.22,2.14,23.93
1999-06-24,18.97,3.89,60.26,2.93,21.59
1999-06-25,16.04,2.52,52.87,4.21,22.07
1999-06-26,15.99,0.03,48.51,2.13,26.48
1999-06-27,16.83,0.01,48.38,2.45,27.87
1999-06-28,16.86,0.09,54.32,2.4,19.68
1999-06-29,18.86,0.0,51.9,2.79,23.22
1999-06-30,19.52,0.04,51.69,2.98,24.77
1999-07-01,17.74,0.06,47.82,4.14,28.47
1999-07-02,13.71,0.03,48.06,3.42,20.33
1999-07-03,14.58,0.21,49.19,1.82,23.71
1999-07-04,16.01,0.14,46.3,2.3,19.72
1999-07-05,19.05,0.0,43.78,1.72,31.31
1999-07-06,24.01,0.0,41.95,2.68,30.77
1999-07-07,18.99,0.0,46.56,5.06,26.83
1999-07-08,18.35,0.0,45.57,1.21,30.18
1999-07-09,22.68,0.0,39.31,2.32,29.64
1999-07-10,25.72,0.0,36.13,1.48,28.52
1999-07-11,26.16,0.0,42.59,1.87,30.23
1999-07-12,25.21,0.0,42.62,1.92,30.87
1999-07-13,24.2,0.0,41.48,2.89,30.38
1999-07-14,18.09,0.09,43.31,4.09,24.95
1999-07-15,18.38,0.38,48.13,1.74,22.47
1999-07-16,19.39,0.84,47.0,4.02,29.02
1999-07-17,18.73,1.09,49.8,3.07,16.68
1999-07-18,19.01,0.0,50.44,1.71,29.14
1999-07-19,22.36,0.03,40.85,2.29,28.84
1999-07-20,24.56,2.89,40.1,2.45,24.26
1999-07-21,22.81,0.07,49.33,2.62,26.83
1999-07-22,22.77,0.0,46.54,2.11,29.08
1999-07-23,23.81,0.02,43.79,2.1,28.72
1999-07-24,21.18,0.01,48.1,4.14,22.93
1999-07-25,19.5,0.0,45.97,1.94,28.57
1999-07-26,23.66,0.0,33.95,1.64,28.7
1999-07-27,27.55,0.0,30.44,1.99,28.63
1999-07-28,28.34,0.0,38.01,2.35,28.56
1999-07-29,25.01,0.0,42.51,3.34,27.65
1999-07-30,23.59,0.0,43.79,1.84,27.24
1999-07-31,23.54,0.0,38.49,1.95,25.14
1999-08-01,24.38,0.0,43.07,1.96,28.44
1999-08-02,28.33,0.04,35.53,1.16,26.73
1999-08-03,26.11,0.74,50.07,2.45,24.22
1999-08-04,26.75,0.59,52.47,3.43,25.52
1999-08-05,26.83,0.9,47.11,2.77,25.45
1999-08-06,25.69,3.36,54.16,1.62,20.51
1999-08-07,21.12,2.7,62.4,3.32,16.86
1999-08-08,21.52,0.0,51.61,2.37,26.5
1999-08-09,25.14,0.01,39.83,1.03,26.98
1999-08-10,26.61,0.04,38.59,1.44,26.29
1999-08-11,23.0,0.7,49.6,3.14,24.11
1999-08-12,20.22,0.18,51.67,2.7,24.48
1999-08-13,19.03,0.81,54.64,2.43,18.36
1999-08-14,17.95,0.27,52.83,2.74,17.46
1999-08-15,17.44,0.0,55.67,2.69,17.32
1999-08-16,21.66,0.0,50.78,1.71,22.22
1999-08-17,24.47,0.0,42.32,2.51,25.27
1999-08-18,23.74,0.09,45.78,3.2,17.93
1999-08-19,24.63,0.0,46.04,1.92,24.38
1999-08-20,25.22,0.04,41.73,1.41,22.17
1999-08-21,21.55,0.0,48.55,3.4,23.88
1999-08-22,21.44,0.0,42.02,0.93,24.12
1999-08-23,26.24,0.0,33.21,1.6,22.83
1999-08-24,25.67,0.0,46.81,2.79,17.6
1999-08-25,23.9,0.0,50.05,3.4,21.79
